"aaln","name","house","birthdate","balance"
"019250",Eli Zavala,SLYTHERIN,1982-11-04,29934.0
"290233",Alexis Warren,ravenclaw,1992-04-20,48452.0
"551975",Anabella Dunlap,Durmstrang,1958-12-07,10082.0
"705876",Martha Monroe,Uagadou,1956-12-08,13319.0
"081250",Rohan Mccall,RAVENCLAW,1996-02-20,26426.0
"416199",Emilio Norton,RAVENCLAW,1974-09-05,24425.0
"875507",Gemma Mclean,Beauxbatons,1994-07-04,23325.0
"570905",Nia Paul,"",1985-06-15,42881.0
"861543",Teagan Lambert,Hufflepuff,1974-08-22,46105.0
"841364",Ali Wilkins,Red,1997-06-19,39141.0
"720575",Ainsley Day,gryfindor,1965-08-05,12662.0
"093563",Lorelei Myers,G,1963-12-23,3635.0
"799726",Kamila Patton,HU,1987-08-01,33057.0
"5616",Raven Mosley,Huffle,1983-09-08,27542.0
"516314",Jaycee Meza,S,2012-07-01,11052.0
"470705",Orlando Nixon,R,1981-11-19,2160.0
"425474",Adelyn Robertson,Beauxbatons,1964-10-18,13605.0
"249551",Keagan Cervantes,raven,1992-05-08,1385.0
"930771",Braedon Adams,R,1961-09-13,24740.0
"782820",Makena Short,Durmstrang,1962-05-24,10219.0
"735690",Juan Delacruz,Durmstrang,1961-09-01,24770.0
"36865",Pedro Castillo,SLYTHERIN,1960-04-30,25141.0
"397969",Talia Brandt,"",2002-08-29,31614.0
"352264",Prince Knight,Ravenclaw,2007-09-21,4493.0
"959084",Addison Valenzuela,Ravenclaw,1967-02-18,29593.0
"916653",Seamus Dennis,Hufflepuff,2008-03-28,2410.0
"927866",Angelina Carpenter,gryfindor,1987-07-29,21346.0
"093461",Payton Rowland,Green,1984-09-27,16022.0
"707318",Ingrid Juarez,N/A,1960-06-17,35074.0
"015179",Kayley Walton,OThers,1973-05-27,46008.0
"970266",Cayden Gray,Beauxbatons,1968-12-07,37896.0
"999327",Lillian Burch,gryf,2000-02-05,33617.0
"972752",Alexis Valentine,RAVENCLAW,1979-05-17,46408.0
"705920",Issac Mcclain,SLYTHERIN,1998-05-23,25518.0
"503847",Holly York,gryfindor,1968-01-17,3525.0
"693947",Kimora Mayer,SL,1981-10-19,35029.0
"929723",Leo Haas,SL,1967-07-07,24051.0
"916861",Trevor Figueroa,RAVENCLAW,1983-04-08,38291.0
"547187",Jamiya Bautista,HUFFLEPUFF,1960-07-26,3119.0
"554488",Leilani Davila,Durmstrang,1971-09-25,27418.0
"933482",Soren Barrett,Beauxbatons,1969-02-15,2773.0
"280419",Reina Golden,SLYTHERIN,2001-01-12,3459.0
"627331",Charlize Fritz,Mahoutokoro,1990-12-05,19569.0
"289908",Pablo Lynn,Durmstrang,1954-06-29,47342.0
"262203",Hadley Ballard,Castelobruxo,1996-06-04,10164.0
"376478",Brenton Small,"",1992-09-07,38641.0
"000086",Kailee Lang,raven,1978-07-02,23373.0
"23458",Chasity Rivas,Slytherin,1961-11-20,25494.0
"263227",Aileen Joyce,gryfindor,1972-10-29,29125.0
"987350",Roman Martin,HUFFLEPUFF,2008-07-02,8779.0
"449900",Dustin Mcfarland,GR,1976-04-25,49159.0
"702504",Corbin Pacheco,Beauxbatons,2007-04-02,2740.0
"949304",Tatum Snow,Slytherin,1972-10-05,1427.0
"702196",Marianna Salinas,SLYTHERIN,2010-11-01,18448.0
"839697",Miranda Cross,GR,2004-04-01,3519.0
"832209",Cael Friedman,"",1972-08-25,22897.0
"022677",Marisol Wyatt,SLYTHERIN,1986-12-08,25162.0
"646865",Colby Compton,Ravenclaw,2006-04-25,13738.0
"875349",Liberty Patton,SLYTHERIN,1958-10-21,35989.0
"222976",Kymani Kane,GR,2010-05-04,12650.0
"316019",Courtney Shannon,Green,1983-12-25,4499.0
"361446",Ezequiel Mcknight,N/A,1970-02-02,40598.0
"764465",Leah Davenport,HU,1988-07-30,31851.0
"820518",Brogan Mcguire,RAVENCLAW,1979-10-22,47953.0
"481842",Rachael Franklin,Slytherin,2002-07-14,30899.0
"703275",Dante Montoya,Gryffindor,1964-02-19,32604.0
"753316",Payton Dyer,Green,2007-09-06,14426.0
"964770",Cornelius Howard,gryf,1995-06-19,40383.0
"35791",Jaiden Stephenson,Slytherin,1964-12-24,17465.0
"117172",Turner Crosby,Hufflepuff,2003-08-03,28610.0
"137009",Nickolas Boone,SL,1973-07-19,24781.0
"640940",Trevin Ingram,Gryffindor,1989-04-02,12892.0
"502084",Gwendolyn Parrish,Slytherin,1985-09-23,12867.0
"877449",Kayley Hickman,raven,1971-12-07,11708.0
"208308",Mareli Caldwell,Gryffindor,1980-05-10,45213.0
"385359",Roy Cannon,GR,1959-01-26,4587.0
"408560",Nelson Moran,raven,1965-07-06,36937.0
"27451",Javier Fields,Hufflepuff,2001-10-08,24558.0
"070141",Cierra Walker,Hufflepuff,1986-09-27,15518.0
"107886",Quinn Winters,Green,1996-08-04,25657.0
"946923",Bailee Shea,RA,1958-06-10,14409.0
"441642",Meadow Matthews,Slytherin,1991-09-22,27954.0
"187410",Sariah Rivas,Beauxbatons,1984-12-11,15016.0
"525185",Jaiden Small,Beauxbatons,2013-11-29,34511.0
"902723",Alia James,SLYTHERIN,1956-09-15,29131.0
"368997",Jacob Blackburn,G,1961-05-11,7179.0
"530187",Bianca Mcdowell,Eagles,2011-12-22,324.0
"767020",Lina Moran,RAVENCLAW,2008-04-21,41571.0
"258719",Lucian Harrell,Beauxbatons,2007-05-14,31783.0
"011336",Macie Duarte,RAVENCLAW,2012-01-15,9161.0
"94406",Anya Leon,HUFFLEPUFF,1980-06-13,42108.0
"943830",Jalen Vargas,Ravenclaw,1961-05-11,4791.0
"084202",Amanda Stark,SL,1954-07-02,45565.0
"670698",Lawrence Bullock,.,1999-05-26,10163.0
"128274",Quinton Ward,Hufflepuff,2002-11-10,34153.0
"731689",Chandler Howe,ravenclaw,2013-08-09,37814.0
"772154",Nylah Meza,Ravenclaw,1986-02-08,14390.0
"959801",Zaiden Fischer,RA,1967-05-21,1662.0
"173070",Janae Andersen,HUFFLEPUFF,1992-06-07,40912.0
"076792",Hezekiah Chan,GR,1958-01-22,46512.0
"606552",Duncan Atkins,SL,2007-11-09,44694.0
"329077",Connor Cross,HUFFLEPUFF,1965-09-18,17135.0
"328008",Lainey Duke,Koldovstoretz,1962-07-18,47926.0
"642618",Kristen Schroeder,Gryffindor,1978-11-08,36083.0
"583987",Adelaide Chan,Snape,2001-11-04,44579.0
"999685",Kassandra Burgess,HUFFLEPUFF,1954-06-14,39790.0
"293798",Fatima Beck,Beauxbatons,1999-11-20,17950.0
"641176",Ezekiel Hayden,Eagles,1957-03-13,15960.0
"78588",Howard Horne,Gryffindor,1962-03-14,35611.0
"8355",Nikolas Fitzpatrick,SL,2003-09-29,37202.0
"05316",Akira Kent,Hufflepuff,1985-03-24,45069.0
"756564",Asa Swanson,ravenclaw,2000-06-12,4921.0
"169277",Maximo Garrett,Gryffindor,1978-09-01,25993.0
"214436",Daphne Day,Blue,1982-03-18,1732.0
"025794",Fernanda Calhoun,G,2001-01-06,40928.0
"825868",Casey Lloyd,Durmstrang,1974-03-24,44897.0
"425951",Marlene Bailey,Snape,2014-01-16,17189.0
"31576",Caitlyn Bass,Red,2010-11-16,20732.0
"081505",Tommy Hester,Ravenclaw,2004-02-21,34306.0
"853442",Kade Prince,RAVENCLAW,1957-12-21,26280.0
"945103",Leonidas Rowland,Hufflepuff,1978-03-19,13999.0
"889132",Reynaldo Jacobs,HU,1955-02-08,47495.0
"851003",Priscilla Holloway,Slytherin,1982-12-28,37817.0
"91791",William Parrish,Green,2007-04-10,36963.0
"164320",Aidan Shah,G,1990-01-04,28523.0
"571266",David Nash,Hufflepuff,1978-08-21,23816.0
"735472",Michelle Giles,GR,1975-10-29,28618.0
"545290",Johnny Odonnell,Slyth,2006-02-01,345.0
"830781",Jadon Watts,N/A,1962-02-02,33537.0
"476090",Fisher Wyatt,Hufflepuff,2006-08-15,6071.0
"776046",Jadyn Dickerson,Hufflepuff,1958-02-10,42638.0
"302231",Regina Newman,Beauxbatons,1983-05-28,45793.0
"170923",Brennen Fuentes,HU,1996-12-17,40195.0
"451536",Janet Buck,gryfindor,1995-01-16,49103.0
"579904",Lucian Blankenship,Hufflepuff,1971-04-18,46645.0
"98258",Paloma Brock,Gryffindor,1954-08-18,4852.0
"719921",Jaiden Little,raven,2012-08-22,46091.0
"99097",Waylon Doyle,raven,1968-07-23,36545.0
"867818",Jack Ewing,gryfindor,2009-02-19,30007.0
"203579",Jamir Golden,Green,1966-07-20,49814.0
"261949",Rory Rowe,Slyth,1983-05-27,37737.0
"850247",Lillie Summers,RA,1956-10-10,5556.0
"91046",Chelsea Watts,"",1981-12-16,5084.0
"58513",Josie Ortega,Hufflepuff,1965-07-25,34828.0
"559517",Ruby Houston,raven,2002-07-27,20881.0
"431133",Johnny Mullins,Flitwick,1965-10-25,42881.0
"156113",Sheldon Lester,Green,1960-10-17,29670.0
"894257",Miracle Harrell,Gryffindor,1993-12-01,18165.0
"754851",Ricky Huffman,Beauxbatons,1967-12-01,25145.0
"04286",Cristina Bauer,SLYTHERIN,1993-04-24,41034.0
"952331",Makenzie Nichols,HUFFLEPUFF,1985-07-30,7852.0
"729774",Ireland Gilbert,Hufflepuff,1975-12-17,42467.0
"067881",Sierra Pruitt,Other,1986-12-08,127.0
"198854",Donovan Hobbs,Eagles,2012-10-17,31106.0
"296381",Adan Boyle,HUFFLE,2011-05-09,12055.0
"458854",Axel Guzman,H,1981-09-08,8802.0
"654196",Destinee Levy,GRYFFINDOR,1972-09-08,3026.0
"291652",Kyle Carrillo,RA,1998-04-05,42165.0
"77246",Mitchell Stanley,"",1969-12-02,26203.0
"37109",Alan Nguyen,raven,1968-05-25,23053.0
"322507",Howard Mueller,Red,1977-02-16,48152.0
"949886",Anabelle Mcmahon,gryfindor,1971-09-21,24835.0
"468656",Audrey Mann,Slytherin,2006-06-25,4489.0
"500176",Calvin Walter,Beauxbatons,1986-03-09,37415.0
"030436",Emma Ayala,"",1990-05-23,10732.0
"389546",Jovanni Wall,Green,1969-05-26,15884.0
"60227",Griffin Fuentes,Red,1993-03-09,20291.0
"959220",Brynlee Pruitt,Slytherin,1983-10-05,1253.0
"296243",Ana Choi,HUFFLEPUFF,1959-02-27,5658.0
"545759",Kaya Keith,SL,2000-04-07,29848.0
"186164",Roberto Morris,G,1976-05-12,42869.0
"212795",Meadow Odonnell,SLYTHERIN,1975-11-30,1711.0
"929984",Finley Levine,Thunderbird(Ilvermorny),2008-09-30,2925.0
"842949",Bronson Cherry,Hufflepuff,1966-08-14,26241.0
"464148",Miriam Riley,Hufflepuff,1994-07-22,13226.0
"413676",Cyrus Dixon,ravenclaw,1999-04-18,44557.0
"402331",Jocelynn Patrick,Slyth,1961-01-17,41524.0
"062385",Deon Villanueva,Lions,1981-04-04,43980.0
"751221",Keon Vega,HUFFLEPUFF,1972-01-24,46077.0
"986877",Dania Spencer,Beauxbatons,1998-03-25,39636.0
"861092",Cesar Cabrera,N/A,1983-02-08,43970.0
"855726",Jenna Kaiser,Green,1998-07-08,3752.0
"596968",Aidan Stephenson,SL,2004-07-19,43558.0
"161331",Remington Franklin,Beauxbatons,1974-12-11,34925.0
"646386",Dillan Butler,gryf,1993-12-09,19237.0
"81157",Rhianna Buckley,McGonagall,1991-02-14,3483.0
"555196",Myah Boyd,Yellow,1979-06-05,4522.0
"852236",Saniya Cohen,Durmstrang,1958-05-04,48777.0
"1905",Taylor Combs,raven,1966-03-12,33498.0
"109909",Camryn Huffman,GR,1972-12-28,47101.0
"010163",Ryker Campos,Ilvermorny,2004-06-20,38044.0
"820359",Scott Austin,Durmstrang,1955-11-20,48752.0
"100782",Breanna Velazquez,HUFFLEPUFF,2004-07-29,18226.0
"343715",Antonio Ferguson,Slytherin,1987-12-04,19466.0
"392945",Jazlyn Hays,Castelobruxo,1973-05-05,19405.0
"545503",Avah Mcguire, ,1985-02-21,37125.0
"616585",Dean Nielsen,SLYTHERIN,1973-08-06,7736.0
"338010",Lauren Walton,Wampus(Ilvermorny),1998-04-23,29059.0
"154059",Braiden Woodward,gryffindor,1957-08-28,35341.0
"69098",Adeline Bryan,Hufflepuff,1964-09-06,17259.0
"995866",Lilliana Armstrong,McGonagall,1956-04-28,49327.0
"025752",Joy Sparks,HUFFLEPUFF,1995-08-17,31159.0
"478998",Violet Curtis,HU,1982-11-26,49458.0
"722919",Camryn Blackburn,RA,1964-11-26,13168.0
"581340",Eric Obrien,Hufflepuff,1971-03-16,18530.0
"527877",Anton Kerr,Durmstrang,1983-10-12,38906.0
"843858",Elaine Morton,Huffle,1977-09-21,21973.0
"355790",King Barrera,Durmstrang,1964-05-13,34570.0
"891019",Kirsten Mckinney,Snakes,1981-12-21,13393.0
"595465",Emilio Alexander,SLYTHERIN,1999-03-27,46154.0
"36261",Alana Diaz,RA,1989-12-06,49250.0
"171145",Aidyn Graves,Ilvermorny,1968-10-06,37385.0
"34782",Shannon Bolton,Durmstrang,1957-05-26,17229.0
"788908",Brayan Glover,Mahoutokoro,1967-09-14,35708.0
"236727",Giovanny Henry,RAVENCLAW,1995-07-16,17769.0
"13901",Christian Mckenzie,Ravenclaw,1978-10-24,43865.0
"538570",Cassidy Cervantes,gryfindor,1982-04-01,4062.0
"223621",Sean Cross,Blue,1958-02-04,26948.0
"73913",Simon Lester,Beauxbatons,1984-11-18,47519.0
"495952",Brooklynn Beasley,.,1980-11-18,24209.0
"876282",Maxim Shannon,Lions,1957-05-24,42147.0
"827098",Ashlyn Tyler,Gr,1992-03-30,30754.0
"750651",Gilberto Gallegos,RAVENCLAW,1981-04-12,20980.0
"081713",Raphael Richmond,gryfindor,1978-07-15,44211.0
"625161",Sean Garrison,RAVENCLAW,1996-02-26,44864.0
"649440",Zaiden Weaver,RA,1993-03-05,19457.0
"3332",Jackson Osborne,Horned Serpent(Ilvermorny),1964-11-24,2094.0
"530745",Hazel Scott,RA,1960-07-15,22131.0
"957710",Xavier Price,Koldovstoretz,2002-10-18,47201.0
"043477",Ryleigh Cain,Hufflepuff,2007-11-12,10226.0
"558792",Isaiah Rose,ravenclaw,2010-04-17,7082.0
"456631",Ciara Nixon,Hufflepuff,1996-11-27,6768.0
"55782",Trystan Day,Beauxbatons,2007-04-14,18187.0
"827220",Harmony Bean,Durmstrang,1993-11-12,7665.0
"500324",Campbell Logan,Huffle,1955-03-24,9550.0
"22104",Leia Strong,SL,1985-01-11,45391.0
"839930",Rayna Macias,HU,1991-12-30,8694.0
"419407",Bradyn Walls,Slytherin,1971-09-25,6696.0
"459357",Josie Jennings,Yellow,1979-07-29,2131.0
"822620",Dawson Scott,SL,1995-03-23,32066.0
"747784",Kristin Murillo,RAVENCLAW,1996-08-01,15575.0
"838281",Maleah Osborne,House,1985-09-30,21157.0
"993041",Atticus Strickland,HUFFLEPUFF,1963-11-17,49995.0
"727409",Tyrone Callahan,Hufflepuff,2009-11-22,35485.0
"367275",Camren Rivas,Green,1985-02-10,34331.0
"366470",Finley Medina,Gryffindor,1973-08-01,2278.0
"551352",Maeve Graves,Blue,1978-11-10,27678.0
"53365",Nathaniel Lawrence,"",1954-09-15,24537.0
"266065",Peyton Harrison,Gryffindor,1990-10-12,10414.0
"472268",Dulce Trevino,GRYFFINDOR,2004-12-08,46305.0
"518076",Lyla Gomez,N/A,1992-12-11,12519.0
"544221",Titus Ball,Gryffindor,1975-11-29,14755.0
"199368",Eliezer Simmons,Hufflepuff,1979-02-22,35675.0
"577535",Isabela Greene,Gr,2005-08-12,48957.0
"662361",Perla Schaefer,GR,1980-12-10,44782.0
"151107",Jaycee Livingston,HUFFLEPUFF,2011-05-27,39594.0
"922053",Corey Bray,HUFFLE,2007-10-30,3267.0
"921340",Jaelynn Atkinson,Green,1990-04-22,15810.0
"134784",Jazmyn Vincent,RAVENCLAW,1987-08-17,10870.0
"371734",Elena Wolfe,Hufflepuff,1994-01-30,28170.0
"881896",Kaylynn Cherry,G,1958-05-07,40266.0
"687871",Eliana Warren,HUFFLEPUFF,2008-12-22,30288.0
"766953",Chris Spencer,SLYTHERIN,1991-10-21,2902.0
"367595",Fatima Case,House,1986-12-06,23288.0
"578501",Maximilian Winters,GRYFFINDOR,1977-04-18,19958.0
"254863",Marco Fields,Ravenclaw,2014-02-14,24535.0
"304951",Saniyah Cruz, ,1967-03-10,42821.0
"779421",Jaelyn Bray,Huffle,1999-06-14,22225.0
"364388",Jalen Burch,Hufflepuff,1964-05-19,49905.0
"117041",Owen Griffin,HUflepluff,2007-12-06,25935.0
"223861",Andre Hancock,Lions,1992-01-05,18910.0
"48613",Gavin Mccann,Gryffindor,2003-08-08,33236.0
"307031",Aubree Cabrera,Hufflepuff,2001-11-13,12391.0
"810976",Madeleine Carpenter,SLYTHERIN,1979-03-19,22612.0
"131894",Bridget Randolph,N/A,1957-11-13,6964.0
"55252",Avery Strong,Hufflepuff,1976-08-10,5604.0
"006180",Case Hays,Flitwick,2006-05-06,46337.0
"155120",Spencer Heath,Slytherin,1955-03-29,46378.0
"032704",Nathaniel Craig,Snape,2005-07-02,22007.0
"510362",Shyla Richardson,"",1999-08-10,46102.0
"243734",Brooklyn Williamson,raven,2003-02-09,22642.0
"556664",Sariah Morse,SL,1993-01-10,25675.0
"379129",Saniya Frederick,RAVENCLAW,1999-08-20,4865.0
"261341",Cody Zuniga,Ravenclaw,1989-03-01,14792.0
"577899",Konner Patton,gryfindor,2001-10-09,18708.0
"321307",Precious Allison,RAVENCLAW,1964-12-25,45235.0
"532327",Mike Alvarez,raven,2011-08-13,24147.0
"587888",Melissa Griffith,Koldovstoretz,2005-06-02,9217.0
"250951",Toby Pruitt,raven,1964-04-20,25698.0
"027169",Fatima Jimenez,Lions,1954-10-29,3553.0
"152915",Ashlyn Harrell,Slyth,1993-06-26,29464.0
"820450",Brayden Bird,Hufflepuff,1964-10-24,4030.0
"610799",Alfonso Horton,Durmstrang,1954-10-22,22068.0
"999187",Rey Tucker,gryffindor,1989-11-15,5663.0
"146285",Zain Dawson,Green,2001-01-05,22599.0
"146185",Lucas Hickman,SL,2004-12-23,24532.0
"787344",Paityn Hebert,HUFFLEPUFF,1994-09-18,926.0
"703015",Ariel Sosa,HUflepluff,1964-05-22,15196.0
"507465",Muhammad Krueger,S,2005-04-14,10990.0
"857389",Luka Poole,Durmstrang,2002-07-31,18328.0
"009458",Salma Perez,Ravenclaw,1973-08-27,38422.0
"569578",Reginald Delgado,HU,1969-08-24,34000.0
"724039",Bruno Jarvis,"",1958-02-13,7356.0
"658654",Cullen Sherman,Slyth,1973-04-19,32835.0
"675812",Giana Peterson,G,1982-04-01,8410.0
"806478",Sullivan Bates,Beauxbatons,2006-12-02,44246.0
"373840",Gisselle Hinton,"",1973-11-05,17754.0
"090988",Skylar Harrington,Durmstrang,1966-10-01,32933.0
"262439",Clayton Tran,Slytherin,1979-01-21,35899.0
"943445",Hanna Richardson,HU,1997-02-05,47949.0
"520328",Kali Payne,Snape,1972-05-30,12609.0
"117030",Urijah Washington,gryffindor,2013-11-13,26590.0
"086583",Matthew Bowen,HU,1984-05-17,43306.0
"896505",Jefferson David,Slytherin,1957-10-13,2191.0
"082562",Aydin Morales,HUflepluff,2002-01-22,40455.0
"466462",Ellen Harding,RAVENCLAW,1986-12-20,149.0
"983075",Caroline Erickson,Gryffindor,1963-04-29,26135.0
"573373",Jaylene House,Gryffindor,1987-04-12,25302.0
"194183",Efrain Parker,Ravenclaw,2000-08-08,6109.0
"835038",Nash Cabrera,GR,2007-05-06,44285.0
"775393",Phoebe Alvarez,H,1955-12-31,34084.0
"325108",Bianca Jenkins,GR,2000-08-12,13813.0
"596344",Zain Ho,Gryffindor,2002-07-09,15724.0
"884262",Maribel Scott,Hufflepuff,2013-04-26,27812.0
"324126",Marina Carpenter,HUFFLEPUFF,1981-04-04,18460.0
"268609",Savanah Acevedo,Gryffindor,1974-04-14,13486.0
"50120",Jayleen Mcguire,Hufflepuff,1974-06-09,36660.0
"785068",Jaylyn Whitaker,raven,2006-01-25,4310.0
"140272",Maryjane Lawson,Sprout,1995-09-06,8853.0
"293138",Karina Hurley,Gryffindor,1998-04-21,3558.0
"188887",Ali Contreras,S,2002-05-13,47941.0
"697398",Rylan Gould,SL,1964-05-07,8670.0
"216657",Cyrus Harris,Green,1956-02-19,17939.0
"396378",Clarence Campbell,Ravenclaw,2002-12-22,19966.0
"674229",Braiden Salinas,Castelobruxo,1971-03-05,17530.0
"935388",Brent Arias,Hufflepuff,2002-10-15,15819.0
"755430",Rolando Payne,GR,1957-10-14,1720.0
"169290",Ava Berry,"",1954-09-16,16087.0
"36904",Justice Vincent,Koldovstoretz,1984-10-12,25150.0
"28947",Corinne Riley,Mahoutokoro,1972-09-29,16183.0
"684909",Kayley Green,Blue,1965-04-09,4365.0
"326249",Dayanara Banks,HUflepluff,2001-06-05,1065.0
"943452",Dalton Mcconnell,Hufflepuff,1999-04-14,17742.0
"958159",Kallie Copeland,Green,2001-02-20,21622.0
"525190",Mason Dorsey,Beauxbatons,1955-06-02,10656.0
"071979",Amirah Oneal,SL,1994-03-30,10534.0
"555615",Giada Frye,HU,1960-08-12,19279.0
"692423",Tyshawn Howard,RAVENCLAW,1979-09-13,4833.0
"985657",Axel Mcdowell,RAVENCLAW,1995-07-14,42272.0
"298707",Fabian Lawson,Hufflepuff,1957-04-10,42478.0
"624327",Emery Mercer,SL,1974-08-03,27345.0
"834431",Prince Harrell,N/A,1957-04-01,35652.0
"796065",Kolten Sutton,"",1989-02-19,32921.0
"0884",Belinda Berger,RA,2013-12-11,38595.0
"945372",Bradyn Pruitt,Green,1970-05-14,29130.0
"881291",Shirley Duncan,Gryffindor,2001-01-01,19745.0
"993477",Delilah Wilson,S,1958-12-29,23031.0
"833472",Kathryn Costa,"",1965-08-18,28468.0
"822885",Katie English,gryfindor,1999-06-24,46986.0
"09567",Wade Jennings,HUFFLE,1993-12-02,43607.0
"918714",Moshe Mcclure,"",1967-02-23,14391.0
"59002",Akira Smith,RA,1999-04-15,39437.0
"854429",Haleigh Schultz,HU,2011-08-05,1698.0
"952893",Jamison Keith,gryfindor,1981-06-26,14010.0
"258018",Macie Haley,Horned Serpent(Ilvermorny),1989-04-11,12589.0
"117406",Keon Goodwin,Hufflepuff,2011-08-30,19699.0
"918583",Cesar Donaldson,Gryffindor,1962-12-01,28831.0
"327082",Leonel Crawford,Slytherin,1997-01-18,12557.0
"638603",Deacon Banks,N/A,2012-10-28,21894.0
"260271",Christian Acevedo,SL,1974-09-29,23217.0
"35028",Janiya Hensley,Mahoutokoro,1983-02-27,47495.0
"295444",Jazlene Mullen,Gryffindor,2004-12-15,24928.0
"919953",Rylee Gonzales,Blue,1980-05-06,15227.0
"700849",Karen Wang,Ravenclaw,1975-07-21,9838.0
"106148",Howard Madden,Yellow,1964-09-09,37875.0
"142918",Keshawn Bartlett,SLYTHERIN,1955-10-13,47812.0
"260137",Giancarlo Hancock,G,1956-07-06,7338.0
"312227",Selah Hatfield,Red,1977-07-04,45720.0
"622536",Quincy Madden,RAVENCLAW,1986-07-27,15866.0
"815770",Nehemiah Hayden,McGonagall,1970-03-27,44459.0
"219968",Jonas Curtis,Slytherin,2009-02-23,22394.0
"871073",Tatiana Salinas,SLYTHERIN,1973-12-15,31429.0
"696499",Sonny Norris,Wampus(Ilvermorny),2007-11-28,22121.0
"98435",Lawson Arellano,Slyth,1965-04-29,4099.0
"257132",Charlotte Weeks,Red,1962-08-01,17560.0
"40021",Julie Simmons,RAVENCLAW,1975-01-06,31158.0
"443411",Andreas Rowe,SL,1962-08-04,49608.0
"886960",Isabell Scott,Durmstrang,1964-02-07,12814.0
"747877",Gary Wu,RAVENCLAW,1981-09-06,14404.0
"05453",Gemma Krause,Hufflepuff,1957-09-02,8304.0
"537543",Ean Figueroa,Hufflepuff,1968-01-02,49450.0
"333058",Marissa Massey,GR,1984-03-07,44384.0
"870559",Jaylah Ware,HU,1988-05-06,8966.0
"052074",Catalina Pugh,Slytherin,2014-01-14,33978.0
"500752",Ernesto Oneill,HU,1991-08-01,19565.0
"712278",Greyson Valenzuela,Gryffindor,1961-06-01,15366.0
"053450",Jayleen May,Gryffindor,2008-11-08,17368.0
"607915",Vincent Ashley,GR,1985-01-14,24016.0
"413412",Kathryn Cooper,Lions,2009-07-13,12425.0
"086513",Lisa Sexton,Durmstrang,1966-06-29,27299.0
"297866",Bernard Fletcher,SLYTHERIN,1976-11-12,2240.0
"873442",Joel Hill,Beauxbatons,1988-08-08,39763.0
"819743",Xiomara Weber,Ravenclaw,1988-10-04,19412.0
"357151",Jayvon Powers,HUFFLEPUFF,2000-10-11,38615.0
"416694",Leonel Donovan,RAVENCLAW,2012-07-12,13733.0
"338905",Porter Norris,Gryffindor,2009-11-16,34355.0
"964065",Alaina Glenn,Hufflepuff,1962-09-16,48718.0
"232715",Camille Walker,Slyth,2011-04-06,35690.0
"449132",Jada Gray,N/A,1971-03-21,12940.0
"362231",Jonathon Pope,RA,1996-09-12,2087.0
"753029",Salvador Ford,Gr,1980-12-29,4210.0
"691381",Kiana Cervantes,Hufflepuff,1958-04-21,11107.0
"80457",Annabella Cox,Green,1958-02-13,33289.0
"95758",Jaydan Jimenez,Castelobruxo,1994-01-06,44744.0
"03158",Jazlyn Ellis,SL,1965-05-29,49826.0
"969869",Bianca Hawkins,SLYTHERIN,1959-05-22,28285.0
"207404",Valeria Pace,raven,1996-09-08,16944.0
"934168",Vicente Santiago,.,1964-05-05,3952.0
"273688",Darius Hale,HUflepluff,1995-10-27,36828.0
"412791",Elliott Bonilla,RAVENCLAW,2004-02-09,23832.0
"133484",Denisse Weaver,RAVENCLAW,1988-07-21,47015.0
"387657",Jean Valencia,Slytherin,2010-05-26,26316.0
"316242",Marina Harvey,HUFFLEPUFF,1985-02-18,3771.0
"933243",Audrina Chang,"",2012-11-20,36783.0
"412070",Kaiya Berg,Ravenclaw,1957-11-18,12421.0
"494846",Mila Clayton,SL,1999-04-27,2075.0
"994332",Jaeden Esparza,SLYTHERIN,1960-08-31,18001.0
"951921",Nikolas Maddox,ravenclaw,1970-08-17,19200.0
"560425",Armani Huff,Slytherin,2004-11-19,43933.0
"591909",Lilly Vasquez,Hufflepuff,1964-08-09,19514.0
"942367",Rudy Bryan,HUFFLEPUFF,1987-09-26,29048.0
"23614",Cali Patrick,ravenclaw,1974-06-29,32006.0
"720790",Finnegan Chambers,Eagles,1994-08-30,11859.0
"586747",Bronson Yates,Ravenclaw,1960-06-12,6912.0
"556310",Matteo Fuentes,RA,1991-07-04,14843.0
"036477",Amaris Lester,Gryffindor,1987-10-30,25010.0
"701361",Lina Lawson,Thunderbird(Ilvermorny),2003-07-30,10353.0
"102987",Mayra Sullivan,HU,1955-01-27,40700.0
"464386",Paula Rowe,Green,1989-10-25,511.0
"987281",Larissa Ferguson,GR,1999-03-23,2579.0
"96946",Connor Miles,Gryffindor,1966-06-22,15694.0
"397101",Jordan Melton,RA,2005-08-29,19353.0
"472947",Savanna Cunningham,"",2013-08-05,15466.0
"559103",Elianna Gilbert,McGonagall,1973-03-25,26246.0
"120997",Rhianna Hawkins,Red,2002-06-16,37166.0
"298548",Julianna Higgins,G,1989-08-20,1687.0
"914932",Kamora Baldwin,GR,1979-09-16,17118.0
"788411",Cloe Chung, ,2012-10-23,29202.0
"08691",Dangelo Caldwell,Ravenclaw,2012-11-01,6408.0
"28077",Jamari Stewart,Jigglypuff,1975-05-01,18614.0
"085757",Jacey Maxwell,gryfindor,1999-09-20,17531.0
"959927",Rachael Barry,RAVENCLAW,1961-11-16,4470.0
"619905",Victor Mckee,Yellow,2013-07-04,45423.0
"463559",Cecelia Khan,badones,1983-03-23,36358.0
"461895",Camron Mckinney,GR,1984-06-19,43114.0
